3510
97	160	31	286	
55	180	173	62	
29	152	121	226	
83	84	127	134	
47	136	101	150	
59	80	97	190	
75	88	73	198	
49	176	183	70	
43	164	133	106	
35	160	153	122	
69	76	97	178	
41	136	141	130	
49	100	139	142	
59	68	95	262	
43	104	157	154	
61	192	109	98	
69	84	81	202	
69	56	97	266	
59	60	121	254	
45	96	129	190	
53	84	91	238	
73	96	137	118	
49	132	63	226	
71	104	77	154	
57	104	69	194	
53	80	119	214	
53	76	91	262	
39	124	117	170	
77	108	69	150	
49	104	77	234	
63	92	93	170	
61	100	93	142	
47	68	117	286	
31	144	191	138	
49	92	83	270	
41	84	163	214	
45	68	133	326	
49	80	109	262	
45	72	121	266	
53	72	103	282	
39	120	95	250	
37	144	185	114	
55	88	147	150	
71	104	67	162	
87	100	73	166	
33	160	135	138	
49	88	127	190	
43	76	127	246	
49	116	69	246	
47	84	131	214	
33	124	183	170	
43	152	113	138	
33	132	109	258	
47	80	111	246	
49	100	93	222	
49	120	143	110	
65	112	63	210	
83	88	89	166	
31	132	139	202	
37	164	135	130	
59	72	127	174	
57	84	131	162	
31	152	163	150	
33	128	125	194	
45	68	153	270	
57	124	61	190	
55	116	93	158	
61	116	87	146	
63	56	165	190	
47	80	129	222	
43	96	139	178	
41	92	115	230	
67	88	171	126	
47	68	145	238	
35	124	101	222	
45	116	81	210	
25	140	161	210	
33	148	129	162	
53	92	115	174	
55	92	81	226	
69	100	111	130	
31	160	163	130	
49	96	103	178	
35	148	151	130	
37	152	131	138	
41	92	151	214	
37	136	141	154	
45	100	101	226	
41	88	137	222	
37	120	97	242	
47	112	91	210	
55	104	101	158	
77	108	93	138	
51	128	123	118	
55	80	143	174	
27	128	171	218	
55	116	159	102	
67	52	179	198	
57	80	161	158	
63	136	41	306	
41	132	101	190	
43	148	151	94	
37	172	145	122	
57	112	85	158	
41	156	95	162	
51	104	105	170	
55	84	85	218	
25	156	151	194	
55	64	87	310	
43	164	121	130	
45	116	93	202	
59	144	119	94	
47	108	75	238	
39	116	177	154	
45	144	117	142	
35	168	147	122	
45	168	131	106	
25	148	127	234	
35	104	181	198	
41	136	91	178	
35	104	129	238	
37	96	157	222	
47	64	159	278	
27	136	141	262	
31	132	111	250	
39	160	129	114	
43	160	169	90	
55	108	109	138	
51	108	125	138	
51	120	85	186	
45	148	67	210	
51	72	119	222	
41	128	91	202	
43	128	119	146	
45	112	151	134	
55	60	115	262	
69	128	93	114	
55	116	101	150	
33	132	161	174	
37	120	165	158	
47	128	131	118	
55	72	91	258	
51	104	129	126	
53	112	113	126	
43	140	87	186	
47	116	89	190	
49	132	77	178	
77	120	85	118	
57	132	111	98	
63	124	101	118	
31	180	121	174	
35	112	113	274	
33	112	129	294	
39	172	147	110	
49	104	101	182	
57	124	69	182	
47	136	77	186	
65	140	67	154	
49	96	141	150	
45	132	107	150	
53	92	91	190	
55	128	127	106	
45	120	99	178	
43	136	129	138	
43	128	185	110	
49	84	109	218	
63	88	69	230	
37	176	171	94	
41	124	131	158	
51	124	97	166	
59	156	83	118	
53	124	129	94	
59	116	97	134	
49	124	63	258	
45	128	143	110	
63	100	67	198	
49	132	127	114	
47	132	151	102	
55	132	105	126	
39	188	195	86	
37	164	153	98	
53	100	125	138	
29	144	155	178	
29	148	185	162	
57	76	89	222	
81	72	103	182	
75	80	127	150	
57	144	73	166	
41	140	149	114	
27	140	167	190	
29	128	165	210	
45	132	101	162	
65	68	113	174	
89	80	67	218	
49	152	81	162	
57	128	91	142	
51	92	117	174	
61	80	81	214	
35	132	149	166	
43	124	137	138	
53	88	93	214	
69	68	97	202	
45	160	121	114	
47	88	115	198	
65	108	89	142	
27	168	213	142	
57	72	103	214	
55	68	137	198	
53	108	97	182	
51	164	105	122	
37	116	137	190	
33	108	157	210	
37	140	159	134	
41	196	181	86	
39	116	157	158	
65	80	145	150	
89	148	33	262	
43	156	139	106	
51	116	143	114	
45	108	93	226	
37	144	83	210	
39	100	125	238	
43	120	115	170	
45	128	117	154	
39	84	167	242	
59	112	93	150	
25	144	159	198	
45	120	155	110	
43	136	179	102	
45	120	93	190	
29	132	147	226	
61	72	77	234	
37	148	157	118	
41	116	119	166	
47	100	127	150	
43	108	147	158	
47	116	121	150	
39	128	135	158	
43	108	97	258	
33	100	187	222	
33	112	167	202	
37	108	171	190	
57	108	87	158	
41	112	153	150	
55	84	131	166	
37	132	165	138	
41	104	135	174	
49	112	123	130	
63	68	141	182	
53	120	135	110	
59	68	79	270	
65	88	101	170	
47	144	147	102	
53	128	123	110	
27	116	173	242	
59	72	71	282	
39	100	155	206	
29	132	161	210	
39	96	153	226	
31	108	183	210	
45	136	87	194	
61	92	97	158	
47	92	127	178	
79	64	109	202	
41	112	85	298	
51	84	103	214	
65	64	91	214	
47	84	143	178	
33	140	89	250	
37	84	173	230	
25	128	167	234	
47	92	161	162	
55	60	181	218	
49	88	129	186	
73	92	59	246	
41	96	137	206	
37	88	151	238	
53	64	147	222	
23	136	163	222	
53	72	125	218	
55	104	75	222	
39	124	185	126	
39	84	127	266	
31	144	119	210	
39	116	141	170	
31	140	187	146	
61	92	83	198	
47	72	115	262	
71	116	93	122	
83	120	105	114	
43	116	111	178	
33	116	163	194	
27	136	175	206	
47	72	133	254	
45	76	139	238	
45	140	101	158	
71	148	51	174	
25	152	145	202	
41	116	179	142	
43	112	167	134	
39	144	167	102	
47	120	143	118	
41	128	153	130	
55	68	119	210	
61	68	103	202	
51	100	161	134	
45	128	71	266	
65	76	89	206	
57	120	133	98	
37	164	87	194	
45	84	115	226	
33	112	133	282	
65	144	59	174	
27	128	153	250	
35	136	201	122	
55	100	81	206	
45	116	107	190	
71	48	103	314	
57	108	117	130	
59	84	165	150	
67	68	101	190	
51	68	145	218	
89	120	53	198	
39	128	177	118	
29	156	169	162	
47	104	97	214	
69	52	101	306	
31	156	125	170	
43	92	119	226	
55	116	131	122	
51	108	69	226	
55	104	77	182	
33	104	177	206	
37	88	165	234	
75	52	95	274	
31	92	171	250	
67	132	41	282	
41	152	143	110	
53	172	153	70	
47	124	169	106	
37	104	175	190	
35	160	129	146	
37	152	153	118	
33	144	145	150	
37	96	161	206	
41	144	107	166	
59	112	63	234	
31	112	161	218	
59	84	85	190	
41	84	143	230	
71	56	93	254	
63	116	73	150	
47	128	67	202	
45	80	121	262	
55	120	123	110	
67	148	75	122	
59	80	73	230	
41	156	127	122	
67	136	59	154	
59	108	125	118	
41	124	85	234	
77	84	87	178	
45	88	101	254	
57	88	79	226	
59	120	77	174	
81	52	113	234	
39	128	173	126	
39	124	163	134	
77	124	79	134	
73	44	103	350	
37	136	103	218	
43	116	149	138	
81	60	113	210	
61	84	129	154	
61	140	59	186	
65	76	111	178	
57	72	75	270	
47	132	171	98	
55	120	165	98	
71	116	83	130	
61	96	87	170	
63	112	75	158	
53	68	111	254	
63	76	87	210	
35	148	135	138	
53	76	129	206	
39	104	103	246	
75	100	83	158	
77	108	83	146	
61	80	111	182	
39	124	155	146	
39	132	143	138	
75	92	67	210	
35	116	167	178	
49	72	127	230	
63	72	73	258	
51	72	97	294	
59	100	75	222	
43	132	159	114	
41	100	99	266	
43	144	71	258	
35	148	107	182	
43	156	125	118	
39	128	75	242	
53	136	55	250	
57	60	149	198	
47	152	135	102	
59	104	113	122	
43	112	177	126	
61	72	101	222	
83	112	85	134	
43	124	117	162	
73	76	105	174	
57	96	87	202	
45	88	111	238	
37	116	169	166	
39	140	97	210	
53	96	83	242	
57	64	109	238	
43	116	133	158	
31	128	159	186	
37	132	153	142	
41	124	177	126	
35	140	179	130	
45	136	105	150	
51	92	87	234	
49	68	151	230	
51	136	145	102	
51	100	131	138	
45	92	139	174	
35	112	193	170	
47	136	91	162	
67	64	119	194	
45	116	89	206	
69	48	125	270	
49	140	107	126	
39	120	165	138	
69	88	63	254	
69	52	125	234	
63	64	115	218	
43	116	109	198	
63	76	75	230	
25	124	169	230	
35	92	137	274	
49	100	81	266	
41	124	139	142	
69	80	89	198	
53	112	87	174	
65	72	67	230	
49	100	87	238	
83	52	123	226	
63	56	121	266	
37	120	197	138	
57	88	93	190	
75	60	121	206	
81	84	115	142	
83	76	75	218	
31	148	149	154	
51	88	107	182	
27	168	109	222	
45	116	77	258	
41	88	121	318	
71	124	71	146	
59	100	95	166	
69	132	67	162	
73	76	81	218	
71	56	131	218	
39	128	95	218	
53	112	95	170	
31	152	117	214	
37	100	193	170	
43	112	143	158	
83	104	61	194	
43	128	107	162	
39	92	187	198	
45	152	115	134	
45	116	133	146	
27	140	165	198	
41	76	153	234	
29	148	123	226	
31	104	179	238	
73	96	63	214	
47	116	129	142	
65	72	85	222	
37	112	111	254	
79	92	55	230	
77	100	69	194	
71	56	103	242	
31	124	165	198	
49	124	121	134	
43	76	165	222	
51	188	179	70	
39	180	111	154	
39	160	127	138	
59	104	93	154	
47	80	97	270	
47	120	97	178	
59	96	93	174	
53	104	79	198	
61	84	103	174	
67	88	71	206	
59	116	95	146	
57	68	131	198	
33	156	155	138	
43	152	129	118	
41	120	91	226	
47	100	125	182	
47	156	107	134	
53	68	175	182	
69	64	127	182	
51	132	57	282	
61	108	91	146	
67	96	85	158	
61	100	89	166	
37	136	111	206	
63	72	165	170	
65	84	83	198	
69	100	59	218	
61	68	85	254	
57	52	151	290	
47	120	139	130	
61	96	75	214	
61	60	99	254	
35	156	127	154	
65	96	109	138	
55	80	103	214	
59	52	185	242	
29	140	135	190	
67	132	65	166	
65	128	53	226	
49	72	115	250	
71	84	109	154	
39	152	155	102	
39	148	133	130	
41	148	147	110	
37	116	145	170	
47	120	107	146	
39	140	145	130	
53	104	99	186	
85	104	49	226	
43	152	93	170	
35	144	105	190	
41	148	189	94	
63	68	79	242	
59	144	67	150	
53	136	147	90	
51	76	111	246	
51	84	145	166	
43	112	145	150	
85	120	39	242	
69	144	101	106	
63	60	125	198	
43	128	105	166	
45	100	111	194	
