10170
167	67	489	603	
195	327	65	787	
157	291	481	75	
153	299	467	75	
193	291	69	779	
199	315	65	747	
109	235	147	355	
197	327	65	771	
185	319	67	723	
201	315	65	731	
131	143	359	187	
119	139	229	283	
197	303	67	731	
99	239	143	411	
189	307	67	683	
87	215	263	227	
113	135	213	315	
79	191	259	291	
57	199	317	395	
57	175	325	419	
103	211	129	531	
115	183	193	275	
91	223	259	219	
185	295	69	683	
95	179	281	227	
139	291	461	83	
125	227	149	315	
117	143	193	331	
119	139	193	307	
87	127	315	315	
69	227	239	355	
81	187	257	283	
111	147	213	291	
77	243	301	195	
57	195	281	475	
103	175	189	323	
113	179	221	251	
117	155	209	283	
113	147	201	315	
65	163	319	379	
105	207	123	563	
69	223	287	267	
117	131	213	307	
115	131	221	315	
103	235	155	347	
95	251	141	403	
115	155	189	323	
57	187	321	395	
55	255	245	491	
97	119	261	387	
83	143	307	299	
69	211	273	299	
117	147	365	195	
189	311	69	643	
117	159	271	211	
61	167	303	387	
115	215	155	339	
93	215	375	155	
99	171	197	363	
99	131	249	331	
119	239	129	363	
117	131	215	299	
99	115	271	403	
85	267	157	419	
57	235	287	363	
73	151	269	395	
113	259	127	371	
121	247	117	403	
73	123	323	491	
79	187	341	211	
121	243	167	275	
107	207	163	339	
103	131	251	315	
55	259	249	483	
129	107	373	339	
61	171	297	443	
117	143	171	403	
121	135	187	339	
119	163	203	275	
111	115	225	459	
71	235	231	323	
75	199	273	275	
103	247	147	355	
59	191	355	339	
83	139	251	435	
69	243	207	403	
65	199	233	451	
139	143	155	355	
65	183	259	435	
77	155	249	443	
137	199	257	179	
67	231	231	379	
127	187	145	347	
93	223	207	267	
101	219	207	259	
109	239	143	355	
97	231	209	259	
109	135	219	323	
99	187	181	363	
107	163	187	323	
95	243	145	419	
189	275	73	723	
81	175	267	283	
99	171	253	251	
79	183	333	227	
115	175	137	531	
105	211	161	339	
141	179	313	171	
97	211	193	299	
133	171	169	275	
55	223	255	499	
87	123	313	339	
101	135	277	283	
93	215	255	211	
93	223	265	203	
91	235	147	451	
53	207	309	435	
89	187	277	235	
187	275	73	739	
159	155	131	403	
85	171	259	275	
133	183	201	227	
71	203	277	275	
83	179	207	435	
87	115	285	419	
79	183	255	307	
77	183	271	275	
155	143	135	419	
117	235	133	363	
117	195	119	555	
89	135	239	427	
87	199	229	299	
87	191	237	291	
109	159	181	355	
99	155	177	539	
55	219	305	419	
115	155	167	331	
101	179	177	347	
65	243	339	219	
71	183	229	483	
115	147	179	339	
119	155	169	315	
109	151	187	339	
133	175	289	179	
119	143	197	299	
91	203	377	163	
115	159	287	203	
125	151	299	195	
113	151	289	211	
105	155	205	331	
117	147	201	299	
73	183	237	419	
87	167	233	307	
105	159	251	251	
115	131	213	331	
95	159	269	251	
91	151	261	283	
87	155	257	323	
57	239	239	475	
69	159	295	371	
125	195	173	275	
111	135	197	371	
95	211	367	155	
53	223	281	475	
167	143	129	443	
79	267	171	419	
99	115	257	419	
69	279	173	467	
79	139	253	459	
77	259	215	315	
95	239	167	355	
103	251	137	379	
115	227	171	283	
111	151	175	371	
73	247	213	331	
49	227	349	467	
79	187	299	243	
67	231	233	371	
115	251	243	171	
87	143	217	499	
87	147	221	491	
77	219	211	355	
159	167	345	163	
113	151	179	363	
83	187	279	235	
153	299	83	587	
151	315	451	83	
111	211	133	419	
71	243	309	203	
85	211	191	363	
121	223	157	299	
91	195	179	427	
133	171	187	267	
107	163	177	371	
75	267	159	451	
119	151	191	315	
77	231	201	387	
161	159	125	427	
145	135	141	475	
143	191	153	275	
133	127	389	219	
159	147	307	211	
117	155	229	243	
93	175	213	323	
107	143	177	531	
101	179	215	283	
65	223	305	275	
89	179	267	243	
117	135	207	331	
71	243	213	355	
127	127	199	339	
115	155	219	267	
101	215	155	379	
71	147	299	395	
131	159	217	235	
117	227	163	299	
101	135	265	291	
79	207	239	299	
119	139	211	299	
109	107	253	451	
113	251	139	347	
187	295	69	667	
147	143	151	371	
103	163	169	499	
105	139	211	355	
95	215	157	411	
123	131	435	219	
81	219	199	395	
93	183	199	363	
83	159	215	507	
115	239	135	355	
69	171	257	475	
93	215	347	163	
65	223	269	323	
93	215	207	275	
105	187	185	315	
97	167	215	339	
95	251	145	395	
117	215	149	331	
113	99	255	595	
107	131	229	331	
77	151	287	339	
113	167	197	291	
73	175	237	475	
133	155	131	459	
107	195	139	443	
167	159	121	443	
73	223	257	283	
81	155	269	307	
109	175	281	211	
85	139	257	371	
97	127	249	371	
69	251	193	427	
95	123	299	315	
69	131	379	395	
109	107	239	459	
163	71	451	555	
57	259	237	427	
105	163	309	203	
145	139	145	467	
111	91	341	539	
99	211	223	243	
117	139	189	339	
89	175	315	219	
85	207	375	171	
109	239	269	163	
57	195	267	507	
129	283	431	91	
67	255	219	379	
131	183	259	195	
99	175	163	563	
73	183	343	235	
61	171	329	363	
65	163	321	363	
115	139	199	331	
97	139	235	347	
85	179	233	323	
83	131	281	387	
171	239	81	571	
119	135	199	323	
99	207	205	283	
141	187	173	243	
111	159	391	171	
195	303	67	747	
75	207	215	371	
73	275	167	483	
103	139	227	339	
77	147	277	363	
85	175	201	467	
69	179	263	403	
65	183	257	451	
117	187	403	139	
107	211	139	403	
93	179	201	339	
93	187	345	187	
153	75	431	547	
119	247	263	155	
103	231	201	259	
65	223	207	499	
121	147	273	219	
85	135	251	435	
111	139	201	363	
121	131	189	371	
129	123	365	251	
75	195	273	283	
75	167	237	451	
111	127	235	307	
141	223	161	251	
59	171	331	411	
121	231	177	259	
79	211	185	419	
129	183	165	275	
73	123	329	467	
121	135	203	307	
111	219	173	307	
117	259	237	179	
77	175	221	515	
125	231	119	387	
163	219	91	547	
95	203	187	315	
57	235	257	427	
73	231	213	363	
75	219	243	323	
75	223	235	307	
73	223	241	315	
81	223	201	347	
53	243	309	371	
65	215	253	363	
121	243	121	403	
81	219	209	331	
67	191	245	451	
89	183	171	531	
101	231	137	435	
89	199	185	395	
119	131	203	331	
147	323	87	619	
83	143	249	419	
75	187	213	507	
123	219	127	363	
67	223	189	491	
63	163	327	363	
63	155	333	379	
141	163	253	211	
113	155	391	171	
85	195	395	179	
55	223	257	483	
59	183	335	363	
111	167	169	331	
99	219	129	571	
49	215	315	523	
137	175	287	179	
105	267	155	331	
99	127	235	379	
129	175	285	187	
145	175	139	347	
149	155	139	371	
117	151	161	363	
117	159	155	379	
149	175	163	267	
85	179	249	283	
67	215	217	443	
81	147	253	435	
109	159	179	371	
63	223	223	435	
71	199	233	403	
85	139	241	459	
123	183	277	187	
83	199	195	379	
83	207	207	371	
101	123	253	347	
69	239	209	411	
71	171	263	395	
147	171	153	299	
77	143	295	355	
77	171	243	411	
95	167	283	235	
117	211	185	267	
117	195	153	339	
123	183	151	331	
113	155	229	259	
183	307	69	707	
155	175	115	531	
117	227	129	387	
105	139	193	443	
121	227	131	371	
73	187	313	267	
77	251	209	339	
71	235	283	251	
161	167	325	171	
121	151	163	347	
115	275	111	475	
55	243	315	331	
111	187	237	227	
69	255	223	363	
133	191	173	243	
91	191	235	267	
163	263	85	635	
111	251	147	347	
59	199	299	387	
69	131	361	403	
57	167	341	451	
75	183	213	539	
133	227	243	171	
69	227	293	251	
51	215	303	507	
117	143	211	299	
105	195	299	179	
93	203	259	211	
71	247	283	243	
55	215	269	467	
113	131	221	323	
87	115	289	411	
125	215	129	371	
149	147	317	203	
99	163	211	315	
139	127	339	235	
99	139	243	315	
111	215	125	475	
131	91	291	571	
107	171	291	203	
109	131	211	363	
63	263	273	307	
57	195	315	411	
95	135	231	371	
103	127	235	371	
59	239	229	491	
65	279	327	219	
123	167	195	275	
65	219	217	467	
75	171	227	515	
119	243	143	323	
99	191	157	395	
85	139	283	331	
93	199	159	443	
83	207	191	419	
97	191	157	475	
129	139	153	371	
93	147	249	315	
147	147	373	171	
89	187	257	251	
81	191	197	451	
93	115	283	371	
95	223	137	475	
139	251	445	91	
119	219	139	363	
77	219	189	451	
75	139	301	379	
93	239	273	195	
75	219	321	211	
95	119	249	411	
77	215	245	291	
59	199	245	555	
115	247	141	339	
141	139	147	443	
143	143	143	443	
57	275	411	219	
103	171	187	339	
71	131	291	491	
69	179	375	259	
69	263	173	499	
91	183	213	331	
83	147	293	291	
121	223	129	379	
101	255	299	147	
83	263	169	387	
107	183	143	539	
57	243	249	427	
59	271	449	219	
101	159	207	331	
137	131	383	219	
129	87	335	555	
107	243	131	387	
107	243	149	347	
61	195	331	347	
103	247	137	403	
165	135	129	451	
69	223	289	259	
73	227	337	187	
91	107	327	443	
73	183	235	451	
61	247	343	251	
139	103	371	331	
181	279	73	675	
69	171	295	347	
113	151	195	315	
85	155	267	283	
85	151	265	315	
123	191	247	195	
159	147	127	475	
79	119	287	443	
99	123	303	307	
87	187	241	283	
95	187	175	371	
71	191	217	467	
103	123	303	291	
101	191	151	427	
83	207	271	243	
91	163	203	427	
91	267	139	451	
73	255	227	315	
79	259	201	339	
103	183	261	227	
137	207	303	147	
73	215	235	339	
101	251	129	443	
101	223	163	339	
119	95	277	539	
119	139	275	227	
99	131	223	403	
81	211	249	259	
69	255	179	491	
61	183	269	411	
97	215	271	195	
73	223	329	203	
133	187	285	171	
131	195	133	355	
69	215	217	419	
145	143	135	491	
77	143	269	419	
87	159	203	499	
139	219	279	147	
61	159	285	483	
77	215	231	315	
89	207	227	243	
89	143	269	291	
99	251	135	419	
113	139	171	467	
83	187	247	299	
141	171	251	203	
101	195	145	547	
107	111	273	379	
91	187	239	275	
107	115	277	371	
107	115	287	363	
97	207	145	555	
103	159	223	291	
113	131	181	539	
69	239	289	227	
93	111	315	419	
63	191	289	371	
67	251	295	243	
69	239	287	235	
109	171	157	355	
109	179	167	347	
133	95	277	499	
121	99	241	507	
119	195	147	363	
71	175	311	299	
117	215	135	371	
113	199	151	363	
107	191	131	555	
53	263	261	443	
123	259	459	107	
93	167	193	459	
77	179	215	459	
115	167	167	307	
113	175	259	211	
125	127	197	363	
107	95	317	499	
61	187	265	483	
117	139	177	363	
71	251	169	507	
139	203	137	331	
89	191	267	219	
115	251	173	267	
149	71	441	563	
93	147	227	387	
77	143	253	475	
77	179	267	283	
159	147	327	195	
91	175	185	499	
119	179	127	547	
103	127	217	403	
85	155	233	395	
93	211	179	371	
113	131	219	331	
71	155	263	459	
71	227	269	283	
81	191	303	227	
79	195	203	419	
109	171	233	251	
79	251	347	163	
85	247	339	163	
71	223	227	379	
105	159	183	379	
133	95	287	459	
85	171	207	419	
91	159	201	507	
67	255	215	395	
125	191	229	211	
89	111	317	443	
107	159	175	411	
113	163	251	227	
159	151	123	491	
165	263	81	635	
139	135	157	371	
111	119	279	331	
81	199	337	195	
93	247	139	459	
91	199	173	435	
107	147	245	267	
91	191	191	371	
67	155	399	331	
89	163	229	339	
67	175	271	403	
99	231	171	331	
123	167	271	203	
67	183	303	315	
99	259	131	435	
123	195	149	347	
137	91	251	507	
75	259	357	163	
85	243	347	163	
145	155	141	387	
53	235	327	355	
141	163	133	419	
177	299	75	595	
115	195	147	395	
97	179	195	347	
117	155	207	291	
87	151	203	563	
103	171	219	283	
83	175	225	379	
115	147	209	291	
95	199	199	291	
67	227	267	307	
65	187	259	427	
107	127	401	251	
75	267	187	387	
119	243	115	459	
85	183	295	235	
81	179	355	211	
75	215	263	267	
77	191	309	251	
113	143	233	275	
77	255	333	179	
101	151	237	275	
97	167	189	387	
163	275	85	571	
93	179	191	387	
135	95	257	531	
115	127	183	459	
141	183	155	291	
111	183	321	179	
83	183	231	323	
89	195	207	307	
107	147	191	363	
91	123	311	315	
117	135	193	363	
101	211	235	227	
119	99	241	563	
99	223	157	387	
69	251	241	323	
